	Pt	T	Vf	Vm	Ach	Over	
	#	s	V vs. Ref.	V	V	bits	
	812	819.775	-1.74E-01	-1.74E-01	0.00E+00	...........	
	813	820.783	-1.74E-01	-1.74E-01	0.00E+00	...........	
	814	821.792	-1.74E-01	-1.74E-01	0.00E+00	...........	
	815	822.8	-1.74E-01	-1.74E-01	0.00E+00	...........	
	816	823.808	-1.74E-01	-1.74E-01	0.00E+00	...........	
	817	824.817	-1.74E-01	-1.74E-01	0.00E+00	...........	
	818	825.825	-1.74E-01	-1.74E-01	0.00E+00	...........	
	819	826.833	-1.74E-01	-1.74E-01	0.00E+00	...........	
	820	827.842	-1.74E-01	-1.74E-01	0.00E+00	...........	
	821	828.85	-1.74E-01	-1.74E-01	0.00E+00	...........	
	822	829.858	-1.74E-01	-1.74E-01	0.00E+00	...........	
	823	830.867	-1.74E-01	-1.74E-01	0.00E+00	...........	
	824	831.875	-1.74E-01	-1.74E-01	0.00E+00	...........	
	825	832.883	-1.74E-01	-1.74E-01	0.00E+00	...........	
	826	833.892	-1.74E-01	-1.74E-01	0.00E+00	...........	
	827	834.9	-1.74E-01	-1.74E-01	0.00E+00	...........	
	828	835.908	-1.74E-01	-1.74E-01	0.00E+00	...........	
	829	836.917	-1.74E-01	-1.74E-01	0.00E+00	...........	
	830	837.925	-1.74E-01	-1.74E-01	0.00E+00	...........	
	831	838.933	-1.74E-01	-1.74E-01	0.00E+00	...........	
	832	839.942	-1.74E-01	-1.74E-01	0.00E+00	...........	
	833	840.95	-1.74E-01	-1.74E-01	0.00E+00	...........	
	834	841.958	-1.74E-01	-1.74E-01	0.00E+00	...........	
	835	842.967	-1.74E-01	-1.74E-01	0.00E+00	...........	
	836	843.975	-1.74E-01	-1.74E-01	0.00E+00	...........	
	837	844.983	-1.74E-01	-1.74E-01	0.00E+00	...........	
	838	845.992	-1.74E-01	-1.74E-01	0.00E+00	...........	
	839	847	-1.74E-01	-1.74E-01	0.00E+00	...........	
	840	848.008	-1.74E-01	-1.74E-01	0.00E+00	...........	
	841	849.017	-1.74E-01	-1.74E-01	0.00E+00	...........	
	842	850.025	-1.74E-01	-1.74E-01	0.00E+00	...........	
	843	851.033	-1.74E-01	-1.74E-01	0.00E+00	...........	
	844	852.042	-1.74E-01	-1.74E-01	0.00E+00	...........	
	845	853.05	-1.74E-01	-1.74E-01	0.00E+00	...........	
	846	854.058	-1.74E-01	-1.74E-01	0.00E+00	...........	
	847	855.067	-1.74E-01	-1.74E-01	0.00E+00	...........	
	848	856.075	-1.74E-01	-1.74E-01	0.00E+00	...........	
	849	857.083	-1.74E-01	-1.74E-01	0.00E+00	...........	
	850	858.092	-1.74E-01	-1.74E-01	0.00E+00	...........	
	851	859.1	-1.74E-01	-1.74E-01	0.00E+00	...........	
	852	860.108	-1.74E-01	-1.74E-01	0.00E+00	...........	
	853	861.117	-1.74E-01	-1.73E-01	0.00E+00	...........	
	854	862.125	-1.74E-01	-1.73E-01	0.00E+00	...........	
	855	863.133	-1.74E-01	-1.73E-01	0.00E+00	...........	
	856	864.142	-1.73E-01	-1.73E-01	0.00E+00	...........	
	857	865.15	-1.73E-01	-1.73E-01	0.00E+00	...........	
	858	866.158	-1.73E-01	-1.73E-01	0.00E+00	...........	
	859	867.167	-1.73E-01	-1.73E-01	0.00E+00	...........	
	860	868.175	-1.73E-01	-1.73E-01	0.00E+00	...........	
	861	869.183	-1.73E-01	-1.73E-01	0.00E+00	...........	
	862	870.192	-1.73E-01	-1.73E-01	0.00E+00	...........	
	863	871.2	-1.73E-01	-1.73E-01	0.00E+00	...........	
	864	872.208	-1.73E-01	-1.73E-01	0.00E+00	...........	
	865	873.217	-1.73E-01	-1.73E-01	0.00E+00	...........	
	866	874.225	-1.73E-01	-1.73E-01	0.00E+00	...........	
	867	875.233	-1.73E-01	-1.73E-01	0.00E+00	...........	
	868	876.242	-1.73E-01	-1.73E-01	0.00E+00	...........	
	869	877.25	-1.73E-01	-1.73E-01	0.00E+00	...........	
	870	878.258	-1.73E-01	-1.73E-01	0.00E+00	...........	
	871	879.267	-1.73E-01	-1.73E-01	0.00E+00	...........	
	872	880.275	-1.73E-01	-1.73E-01	0.00E+00	...........	
	873	881.283	-1.73E-01	-1.73E-01	0.00E+00	...........	
	874	882.292	-1.73E-01	-1.73E-01	0.00E+00	...........	
	875	883.3	-1.73E-01	-1.73E-01	0.00E+00	...........	
	876	884.308	-1.73E-01	-1.73E-01	0.00E+00	...........	
	877	885.317	-1.73E-01	-1.73E-01	0.00E+00	...........	
	878	886.325	-1.73E-01	-1.73E-01	0.00E+00	...........	
	879	887.333	-1.73E-01	-1.73E-01	0.00E+00	...........	
	880	888.342	-1.73E-01	-1.73E-01	0.00E+00	...........	
	881	889.35	-1.73E-01	-1.73E-01	0.00E+00	...........	
	882	890.358	-1.73E-01	-1.73E-01	0.00E+00	...........	
	883	891.367	-1.73E-01	-1.73E-01	0.00E+00	...........	
	884	892.375	-1.73E-01	-1.73E-01	0.00E+00	...........	
	885	893.383	-1.73E-01	-1.73E-01	0.00E+00	...........	
	886	894.392	-1.73E-01	-1.73E-01	0.00E+00	...........	
	887	895.4	-1.73E-01	-1.73E-01	0.00E+00	...........	
	888	896.408	-1.73E-01	-1.73E-01	0.00E+00	...........	
	889	897.417	-1.73E-01	-1.73E-01	0.00E+00	...........	
	890	898.425	-1.73E-01	-1.73E-01	0.00E+00	...........	
	891	899.433	-1.73E-01	-1.73E-01	0.00E+00	...........	
	892	900.442	-1.73E-01	-1.73E-01	0.00E+00	...........	
	893	901.45	-1.73E-01	-1.73E-01	0.00E+00	...........	
	894	902.458	-1.73E-01	-1.73E-01	0.00E+00	...........	
	895	903.467	-1.73E-01	-1.73E-01	0.00E+00	...........	
	896	904.475	-1.73E-01	-1.73E-01	0.00E+00	...........	
	897	905.483	-1.73E-01	-1.73E-01	0.00E+00	...........	
	898	906.492	-1.73E-01	-1.73E-01	0.00E+00	...........	
	899	907.5	-1.73E-01	-1.73E-01	0.00E+00	...........	
	900	908.508	-1.73E-01	-1.73E-01	0.00E+00	...........	
	901	909.517	-1.73E-01	-1.73E-01	0.00E+00	...........	
	902	910.525	-1.73E-01	-1.73E-01	0.00E+00	...........	
	903	911.533	-1.73E-01	-1.73E-01	0.00E+00	...........	
	904	912.542	-1.73E-01	-1.72E-01	0.00E+00	...........	
	905	913.55	-1.73E-01	-1.72E-01	0.00E+00	...........	
	906	914.558	-1.73E-01	-1.72E-01	0.00E+00	...........	
	907	915.567	-1.72E-01	-1.72E-01	0.00E+00	...........	
	908	916.575	-1.72E-01	-1.72E-01	0.00E+00	...........	
	909	917.583	-1.72E-01	-1.72E-01	0.00E+00	...........	
	910	918.592	-1.72E-01	-1.72E-01	0.00E+00	...........	
	911	919.6	-1.72E-01	-1.72E-01	0.00E+00	...........	
	912	920.608	-1.72E-01	-1.72E-01	0.00E+00	...........	
	913	921.617	-1.72E-01	-1.72E-01	0.00E+00	...........	
	914	922.625	-1.72E-01	-1.72E-01	0.00E+00	...........	
	915	923.633	-1.72E-01	-1.72E-01	0.00E+00	...........	
	916	924.642	-1.72E-01	-1.72E-01	0.00E+00	...........	
	917	925.65	-1.72E-01	-1.72E-01	0.00E+00	...........	
	918	926.658	-1.72E-01	-1.72E-01	0.00E+00	...........	
	919	927.667	-1.72E-01	-1.72E-01	0.00E+00	...........	
	920	928.675	-1.72E-01	-1.72E-01	0.00E+00	...........	
	921	929.683	-1.72E-01	-1.72E-01	0.00E+00	...........	
	922	930.692	-1.72E-01	-1.72E-01	0.00E+00	...........	
	923	931.7	-1.72E-01	-1.72E-01	0.00E+00	...........	
	924	932.708	-1.72E-01	-1.72E-01	0.00E+00	...........	
	925	933.717	-1.72E-01	-1.72E-01	0.00E+00	...........	
	926	934.725	-1.72E-01	-1.72E-01	0.00E+00	...........	
	927	935.733	-1.72E-01	-1.72E-01	0.00E+00	...........	
	928	936.742	-1.72E-01	-1.72E-01	0.00E+00	...........	
	929	937.75	-1.72E-01	-1.72E-01	0.00E+00	...........	
	930	938.758	-1.72E-01	-1.72E-01	0.00E+00	...........	
	931	939.767	-1.72E-01	-1.72E-01	0.00E+00	...........	
	932	940.775	-1.72E-01	-1.72E-01	0.00E+00	...........	
	933	941.783	-1.72E-01	-1.72E-01	0.00E+00	...........	
	934	942.792	-1.72E-01	-1.72E-01	0.00E+00	...........	
	935	943.8	-1.72E-01	-1.72E-01	0.00E+00	...........	
	936	944.808	-1.72E-01	-1.72E-01	0.00E+00	...........	
	937	945.817	-1.72E-01	-1.72E-01	0.00E+00	...........	
	938	946.825	-1.72E-01	-1.72E-01	0.00E+00	...........	
	939	947.833	-1.72E-01	-1.72E-01	0.00E+00	...........	
	940	948.842	-1.72E-01	-1.72E-01	0.00E+00	...........	
	941	949.85	-1.72E-01	-1.72E-01	0.00E+00	...........	
	942	950.86	-1.72E-01	-1.72E-01	0.00E+00	...........	
	943	951.87	-1.72E-01	-1.72E-01	0.00E+00	...........	
	944	952.88	-1.72E-01	-1.72E-01	0.00E+00	...........	
	945	953.88	-1.72E-01	-1.72E-01	0.00E+00	...........	
	946	954.89	-1.72E-01	-1.72E-01	0.00E+00	...........	
	947	955.9	-1.72E-01	-1.72E-01	0.00E+00	...........	
	948	956.91	-1.72E-01	-1.72E-01	0.00E+00	...........	
	949	957.92	-1.72E-01	-1.72E-01	0.00E+00	...........	
	950	958.92	-1.72E-01	-1.72E-01	0.00E+00	...........	
	951	959.93	-1.72E-01	-1.72E-01	0.00E+00	...........	
	952	960.94	-1.72E-01	-1.72E-01	0.00E+00	...........	
	953	961.95	-1.72E-01	-1.72E-01	0.00E+00	...........	
	954	962.96	-1.72E-01	-1.72E-01	0.00E+00	...........	
	955	963.97	-1.72E-01	-1.72E-01	0.00E+00	...........	
	956	964.97	-1.72E-01	-1.72E-01	0.00E+00	...........	
	957	965.98	-1.72E-01	-1.72E-01	0.00E+00	...........	
	958	966.99	-1.72E-01	-1.72E-01	0.00E+00	...........	
	959	968	-1.72E-01	-1.71E-01	0.00E+00	...........	
	960	969.01	-1.72E-01	-1.71E-01	0.00E+00	...........	
	961	970.02	-1.72E-01	-1.71E-01	0.00E+00	...........	
	962	971.02	-1.71E-01	-1.71E-01	0.00E+00	...........	
	963	972.03	-1.71E-01	-1.71E-01	0.00E+00	...........	
	964	973.04	-1.71E-01	-1.71E-01	0.00E+00	...........	
	965	974.05	-1.71E-01	-1.71E-01	0.00E+00	...........	
	966	975.06	-1.71E-01	-1.71E-01	0.00E+00	...........	
	967	976.07	-1.71E-01	-1.71E-01	0.00E+00	...........	
	968	977.08	-1.71E-01	-1.71E-01	0.00E+00	...........	
	969	978.08	-1.71E-01	-1.71E-01	0.00E+00	...........	
	970	979.09	-1.71E-01	-1.71E-01	0.00E+00	...........	
	971	980.1	-1.71E-01	-1.71E-01	0.00E+00	...........	
	972	981.11	-1.71E-01	-1.71E-01	0.00E+00	...........	
	973	982.12	-1.71E-01	-1.71E-01	0.00E+00	...........	
	974	983.13	-1.71E-01	-1.71E-01	0.00E+00	...........	
	975	984.13	-1.71E-01	-1.71E-01	0.00E+00	...........	
	976	985.14	-1.71E-01	-1.71E-01	0.00E+00	...........	
	977	986.15	-1.71E-01	-1.71E-01	0.00E+00	...........	
	978	987.16	-1.71E-01	-1.71E-01	0.00E+00	...........	
	979	988.17	-1.71E-01	-1.71E-01	0.00E+00	...........	
	980	989.17	-1.71E-01	-1.71E-01	0.00E+00	...........	
	981	990.18	-1.71E-01	-1.71E-01	0.00E+00	...........	
	982	991.19	-1.71E-01	-1.71E-01	0.00E+00	...........	
	983	992.2	-1.71E-01	-1.71E-01	0.00E+00	...........	
	984	993.21	-1.71E-01	-1.71E-01	0.00E+00	...........	
	985	994.22	-1.71E-01	-1.71E-01	0.00E+00	...........	
	986	995.22	-1.71E-01	-1.71E-01	0.00E+00	...........	
	987	996.23	-1.71E-01	-1.71E-01	0.00E+00	...........	
	988	997.24	-1.71E-01	-1.71E-01	0.00E+00	...........	
	989	998.25	-1.71E-01	-1.71E-01	0.00E+00	...........	
	990	999.26	-1.71E-01	-1.71E-01	0.00E+00	...........	
	991	1000.27	-1.71E-01	-1.71E-01	0.00E+00	...........	
	992	1001.27	-1.71E-01	-1.71E-01	0.00E+00	...........	
	993	1002.28	-1.71E-01	-1.71E-01	0.00E+00	...........	
	994	1003.29	-1.71E-01	-1.71E-01	0.00E+00	...........	
	995	1004.3	-1.71E-01	-1.71E-01	0.00E+00	...........	
	996	1005.31	-1.71E-01	-1.71E-01	0.00E+00	...........	
	997	1006.32	-1.71E-01	-1.71E-01	0.00E+00	...........	
	998	1007.33	-1.71E-01	-1.71E-01	0.00E+00	...........	
	999	1008.33	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1000	1009.34	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1001	1010.35	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1002	1011.36	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1003	1012.37	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1004	1013.38	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1005	1014.38	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1006	1015.39	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1007	1016.4	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1008	1017.41	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1009	1018.42	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1010	1019.42	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1011	1020.43	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1012	1021.44	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1013	1022.45	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1014	1023.46	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1015	1024.47	-1.71E-01	-1.71E-01	0.00E+00	...........	
	1016	1025.47	-1.71E-01	-1.70E-01	0.00E+00	...........	
	1017	1026.48	-1.71E-01	-1.70E-01	0.00E+00	...........	
	1018	1027.49	-1.71E-01	-1.70E-01	0.00E+00	...........	
	1019	1028.5	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1020	1029.51	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1021	1030.52	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1022	1031.53	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1023	1032.53	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1024	1033.54	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1025	1034.55	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1026	1035.56	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1027	1036.57	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1028	1037.57	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1029	1038.58	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1030	1039.59	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1031	1040.6	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1032	1041.61	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1033	1042.62	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1034	1043.63	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1035	1044.63	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1036	1045.64	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1037	1046.65	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1038	1047.66	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1039	1048.67	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1040	1049.68	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1041	1050.68	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1042	1051.69	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1043	1052.7	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1044	1053.71	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1045	1054.72	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1046	1055.72	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1047	1056.73	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1048	1057.74	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1049	1058.75	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1050	1059.76	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1051	1060.77	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1052	1061.78	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1053	1062.78	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1054	1063.79	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1055	1064.8	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1056	1065.81	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1057	1066.82	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1058	1067.82	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1059	1068.83	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1060	1069.84	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1061	1070.85	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1062	1071.86	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1063	1072.87	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1064	1073.88	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1065	1074.88	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1066	1075.89	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1067	1076.9	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1068	1077.91	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1069	1078.92	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1070	1079.93	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1071	1080.93	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1072	1081.94	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1073	1082.95	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1074	1083.96	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1075	1084.97	-1.70E-01	-1.70E-01	0.00E+00	...........	
	1076	1085.97	-1.70E-01	-1.69E-01	0.00E+00	...........	
	1077	1086.98	-1.70E-01	-1.69E-01	0.00E+00	...........	
	1078	1087.99	-1.70E-01	-1.69E-01	0.00E+00	...........	
	1079	1089	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1080	1090.01	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1081	1091.02	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1082	1092.03	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1083	1093.03	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1084	1094.04	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1085	1095.05	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1086	1096.06	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1087	1097.07	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1088	1098.07	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1089	1099.08	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1090	1100.09	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1091	1101.1	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1092	1102.11	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1093	1103.12	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1094	1104.13	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1095	1105.13	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1096	1106.14	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1097	1107.15	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1098	1108.16	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1099	1109.17	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1100	1110.18	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1101	1111.18	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1102	1112.19	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1103	1113.2	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1104	1114.21	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1105	1115.22	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1106	1116.22	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1107	1117.23	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1108	1118.24	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1109	1119.25	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1110	1120.26	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1111	1121.27	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1112	1122.28	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1113	1123.28	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1114	1124.29	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1115	1125.3	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1116	1126.31	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1117	1127.32	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1118	1128.32	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1119	1129.33	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1120	1130.34	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1121	1131.35	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1122	1132.36	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1123	1133.37	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1124	1134.38	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1125	1135.38	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1126	1136.39	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1127	1137.4	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1128	1138.41	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1129	1139.42	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1130	1140.43	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1131	1141.43	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1132	1142.44	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1133	1143.45	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1134	1144.46	-1.69E-01	-1.69E-01	0.00E+00	...........	
	1135	1145.47	-1.69E-01	-1.68E-01	0.00E+00	...........	
	1136	1146.47	-1.69E-01	-1.68E-01	0.00E+00	...........	
	1137	1147.48	-1.69E-01	-1.68E-01	0.00E+00	...........	
	1138	1148.49	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1139	1149.5	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1140	1150.51	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1141	1151.52	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1142	1152.53	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1143	1153.53	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1144	1154.54	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1145	1155.55	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1146	1156.56	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1147	1157.57	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1148	1158.57	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1149	1159.58	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1150	1160.59	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1151	1161.6	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1152	1162.61	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1153	1163.62	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1154	1164.63	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1155	1165.63	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1156	1166.64	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1157	1167.65	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1158	1168.66	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1159	1169.67	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1160	1170.68	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1161	1171.68	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1162	1172.69	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1163	1173.7	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1164	1174.71	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1165	1175.72	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1166	1176.72	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1167	1177.73	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1168	1178.74	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1169	1179.75	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1170	1180.76	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1171	1181.77	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1172	1182.78	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1173	1183.78	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1174	1184.79	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1175	1185.8	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1176	1186.81	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1177	1187.82	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1178	1188.82	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1179	1189.83	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1180	1190.84	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1181	1191.85	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1182	1192.86	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1183	1193.87	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1184	1194.88	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1185	1195.88	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1186	1196.89	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1187	1197.9	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1188	1198.91	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1189	1199.92	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1190	1200.93	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1191	1201.93	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1192	1202.94	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1193	1203.95	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1194	1204.96	-1.68E-01	-1.68E-01	0.00E+00	...........	
	1195	1205.97	-1.68E-01	-1.67E-01	0.00E+00	...........	
	1196	1206.97	-1.68E-01	-1.67E-01	0.00E+00	...........	
	1197	1207.98	-1.68E-01	-1.67E-01	0.00E+00	...........	
	1198	1208.99	-1.68E-01	-1.67E-01	0.00E+00	...........	
	1199	1210	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1200	1211.01	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1201	1212.02	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1202	1213.03	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1203	1214.03	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1204	1215.04	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1205	1216.05	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1206	1217.06	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1207	1218.07	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1208	1219.07	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1209	1220.08	-1.67E-01	-1.67E-01	0.00E+00	...........	
