	Pt	T	Vf	Vm	Ach	Over	
	#	s	V vs. Ref.	V	V	bits	
	402	406.358	-1.85E-01	-1.85E-01	0.00E+00	...........	
	403	407.367	-1.85E-01	-1.85E-01	0.00E+00	...........	
	404	408.375	-1.85E-01	-1.85E-01	0.00E+00	...........	
	405	409.383	-1.85E-01	-1.85E-01	0.00E+00	...........	
	406	410.392	-1.85E-01	-1.85E-01	0.00E+00	...........	
	407	411.4	-1.85E-01	-1.85E-01	0.00E+00	...........	
	408	412.408	-1.85E-01	-1.85E-01	0.00E+00	...........	
	409	413.417	-1.85E-01	-1.85E-01	0.00E+00	...........	
	410	414.425	-1.85E-01	-1.85E-01	0.00E+00	...........	
	411	415.433	-1.85E-01	-1.84E-01	0.00E+00	...........	
	412	416.442	-1.85E-01	-1.84E-01	0.00E+00	...........	
	413	417.45	-1.85E-01	-1.84E-01	0.00E+00	...........	
	414	418.458	-1.84E-01	-1.84E-01	0.00E+00	...........	
	415	419.467	-1.84E-01	-1.84E-01	0.00E+00	...........	
	416	420.475	-1.84E-01	-1.84E-01	0.00E+00	...........	
	417	421.483	-1.84E-01	-1.84E-01	0.00E+00	...........	
	418	422.492	-1.84E-01	-1.84E-01	0.00E+00	...........	
	419	423.5	-1.84E-01	-1.84E-01	0.00E+00	...........	
	420	424.508	-1.84E-01	-1.84E-01	0.00E+00	...........	
	421	425.517	-1.84E-01	-1.84E-01	0.00E+00	...........	
	422	426.525	-1.84E-01	-1.84E-01	0.00E+00	...........	
	423	427.533	-1.84E-01	-1.84E-01	0.00E+00	...........	
	424	428.542	-1.84E-01	-1.84E-01	0.00E+00	...........	
	425	429.55	-1.84E-01	-1.84E-01	0.00E+00	...........	
	426	430.558	-1.84E-01	-1.84E-01	0.00E+00	...........	
	427	431.567	-1.84E-01	-1.84E-01	0.00E+00	...........	
	428	432.575	-1.84E-01	-1.84E-01	0.00E+00	...........	
	429	433.583	-1.84E-01	-1.84E-01	0.00E+00	...........	
	430	434.592	-1.84E-01	-1.84E-01	0.00E+00	...........	
	431	435.6	-1.84E-01	-1.84E-01	0.00E+00	...........	
	432	436.608	-1.84E-01	-1.84E-01	0.00E+00	...........	
	433	437.617	-1.84E-01	-1.84E-01	0.00E+00	...........	
	434	438.625	-1.84E-01	-1.84E-01	0.00E+00	...........	
	435	439.633	-1.84E-01	-1.84E-01	0.00E+00	...........	
	436	440.642	-1.84E-01	-1.84E-01	0.00E+00	...........	
	437	441.65	-1.84E-01	-1.84E-01	0.00E+00	...........	
	438	442.658	-1.84E-01	-1.84E-01	0.00E+00	...........	
	439	443.667	-1.84E-01	-1.84E-01	0.00E+00	...........	
	440	444.675	-1.84E-01	-1.84E-01	0.00E+00	...........	
	441	445.683	-1.84E-01	-1.84E-01	0.00E+00	...........	
	442	446.692	-1.84E-01	-1.84E-01	0.00E+00	...........	
	443	447.7	-1.84E-01	-1.84E-01	0.00E+00	...........	
	444	448.708	-1.84E-01	-1.83E-01	0.00E+00	...........	
	445	449.717	-1.84E-01	-1.83E-01	0.00E+00	...........	
	446	450.725	-1.84E-01	-1.83E-01	0.00E+00	...........	
	447	451.733	-1.83E-01	-1.83E-01	0.00E+00	...........	
	448	452.742	-1.83E-01	-1.83E-01	0.00E+00	...........	
	449	453.75	-1.83E-01	-1.83E-01	0.00E+00	...........	
	450	454.758	-1.83E-01	-1.83E-01	0.00E+00	...........	
	451	455.767	-1.83E-01	-1.83E-01	0.00E+00	...........	
	452	456.775	-1.83E-01	-1.83E-01	0.00E+00	...........	
	453	457.783	-1.83E-01	-1.83E-01	0.00E+00	...........	
	454	458.792	-1.83E-01	-1.83E-01	0.00E+00	...........	
	455	459.8	-1.83E-01	-1.83E-01	0.00E+00	...........	
	456	460.808	-1.83E-01	-1.83E-01	0.00E+00	...........	
	457	461.817	-1.83E-01	-1.83E-01	0.00E+00	...........	
	458	462.825	-1.83E-01	-1.83E-01	0.00E+00	...........	
	459	463.833	-1.83E-01	-1.83E-01	0.00E+00	...........	
	460	464.842	-1.83E-01	-1.83E-01	0.00E+00	...........	
	461	465.85	-1.83E-01	-1.83E-01	0.00E+00	...........	
	462	466.858	-1.83E-01	-1.83E-01	0.00E+00	...........	
	463	467.867	-1.83E-01	-1.83E-01	0.00E+00	...........	
	464	468.875	-1.83E-01	-1.83E-01	0.00E+00	...........	
	465	469.883	-1.83E-01	-1.83E-01	0.00E+00	...........	
	466	470.892	-1.83E-01	-1.83E-01	0.00E+00	...........	
	467	471.9	-1.83E-01	-1.83E-01	0.00E+00	...........	
	468	472.908	-1.83E-01	-1.83E-01	0.00E+00	...........	
	469	473.917	-1.83E-01	-1.83E-01	0.00E+00	...........	
	470	474.925	-1.83E-01	-1.83E-01	0.00E+00	...........	
	471	475.933	-1.83E-01	-1.83E-01	0.00E+00	...........	
	472	476.942	-1.83E-01	-1.83E-01	0.00E+00	...........	
	473	477.95	-1.83E-01	-1.83E-01	0.00E+00	...........	
	474	478.958	-1.83E-01	-1.83E-01	0.00E+00	...........	
	475	479.967	-1.83E-01	-1.83E-01	0.00E+00	...........	
	476	480.975	-1.83E-01	-1.83E-01	0.00E+00	...........	
	477	481.983	-1.83E-01	-1.83E-01	0.00E+00	...........	
	478	482.992	-1.83E-01	-1.83E-01	0.00E+00	...........	
	479	484	-1.83E-01	-1.82E-01	0.00E+00	...........	
	480	485.008	-1.83E-01	-1.82E-01	0.00E+00	...........	
	481	486.017	-1.83E-01	-1.82E-01	0.00E+00	...........	
	482	487.025	-1.82E-01	-1.82E-01	0.00E+00	...........	
	483	488.033	-1.82E-01	-1.82E-01	0.00E+00	...........	
	484	489.042	-1.82E-01	-1.82E-01	0.00E+00	...........	
	485	490.05	-1.82E-01	-1.82E-01	0.00E+00	...........	
	486	491.058	-1.82E-01	-1.82E-01	0.00E+00	...........	
	487	492.067	-1.82E-01	-1.82E-01	0.00E+00	...........	
	488	493.075	-1.82E-01	-1.82E-01	0.00E+00	...........	
	489	494.083	-1.82E-01	-1.82E-01	0.00E+00	...........	
	490	495.092	-1.82E-01	-1.82E-01	0.00E+00	...........	
	491	496.1	-1.82E-01	-1.82E-01	0.00E+00	...........	
	492	497.108	-1.82E-01	-1.82E-01	0.00E+00	...........	
	493	498.117	-1.82E-01	-1.82E-01	0.00E+00	...........	
	494	499.125	-1.82E-01	-1.82E-01	0.00E+00	...........	
	495	500.133	-1.82E-01	-1.82E-01	0.00E+00	...........	
	496	501.142	-1.82E-01	-1.82E-01	0.00E+00	...........	
	497	502.15	-1.82E-01	-1.82E-01	0.00E+00	...........	
	498	503.158	-1.82E-01	-1.82E-01	0.00E+00	...........	
	499	504.167	-1.82E-01	-1.82E-01	0.00E+00	...........	
	500	505.175	-1.82E-01	-1.82E-01	0.00E+00	...........	
	501	506.183	-1.82E-01	-1.82E-01	0.00E+00	...........	
	502	507.192	-1.82E-01	-1.82E-01	0.00E+00	...........	
	503	508.2	-1.82E-01	-1.82E-01	0.00E+00	...........	
	504	509.208	-1.82E-01	-1.82E-01	0.00E+00	...........	
	505	510.217	-1.82E-01	-1.82E-01	0.00E+00	...........	
	506	511.225	-1.82E-01	-1.82E-01	0.00E+00	...........	
	507	512.233	-1.82E-01	-1.82E-01	0.00E+00	...........	
	508	513.242	-1.82E-01	-1.82E-01	0.00E+00	...........	
	509	514.25	-1.82E-01	-1.82E-01	0.00E+00	...........	
	510	515.258	-1.82E-01	-1.82E-01	0.00E+00	...........	
	511	516.267	-1.82E-01	-1.82E-01	0.00E+00	...........	
	512	517.275	-1.82E-01	-1.82E-01	0.00E+00	...........	
	513	518.283	-1.82E-01	-1.81E-01	0.00E+00	...........	
	514	519.292	-1.82E-01	-1.81E-01	0.00E+00	...........	
	515	520.3	-1.82E-01	-1.81E-01	0.00E+00	...........	
	516	521.308	-1.81E-01	-1.81E-01	0.00E+00	...........	
	517	522.317	-1.81E-01	-1.81E-01	0.00E+00	...........	
	518	523.325	-1.81E-01	-1.81E-01	0.00E+00	...........	
	519	524.333	-1.81E-01	-1.81E-01	0.00E+00	...........	
	520	525.342	-1.81E-01	-1.81E-01	0.00E+00	...........	
	521	526.35	-1.81E-01	-1.81E-01	0.00E+00	...........	
	522	527.358	-1.81E-01	-1.81E-01	0.00E+00	...........	
	523	528.367	-1.81E-01	-1.81E-01	0.00E+00	...........	
	524	529.375	-1.81E-01	-1.81E-01	0.00E+00	...........	
	525	530.383	-1.81E-01	-1.81E-01	0.00E+00	...........	
	526	531.392	-1.81E-01	-1.81E-01	0.00E+00	...........	
	527	532.4	-1.81E-01	-1.81E-01	0.00E+00	...........	
	528	533.408	-1.81E-01	-1.81E-01	0.00E+00	...........	
	529	534.417	-1.81E-01	-1.81E-01	0.00E+00	...........	
	530	535.425	-1.81E-01	-1.81E-01	0.00E+00	...........	
	531	536.433	-1.81E-01	-1.81E-01	0.00E+00	...........	
	532	537.442	-1.81E-01	-1.81E-01	0.00E+00	...........	
	533	538.45	-1.81E-01	-1.81E-01	0.00E+00	...........	
	534	539.458	-1.81E-01	-1.81E-01	0.00E+00	...........	
	535	540.467	-1.81E-01	-1.81E-01	0.00E+00	...........	
	536	541.475	-1.81E-01	-1.81E-01	0.00E+00	...........	
	537	542.483	-1.81E-01	-1.81E-01	0.00E+00	...........	
	538	543.492	-1.81E-01	-1.81E-01	0.00E+00	...........	
	539	544.5	-1.81E-01	-1.81E-01	0.00E+00	...........	
	540	545.508	-1.81E-01	-1.81E-01	0.00E+00	...........	
	541	546.517	-1.81E-01	-1.81E-01	0.00E+00	...........	
	542	547.525	-1.81E-01	-1.81E-01	0.00E+00	...........	
	543	548.533	-1.81E-01	-1.81E-01	0.00E+00	...........	
	544	549.542	-1.81E-01	-1.81E-01	0.00E+00	...........	
	545	550.55	-1.81E-01	-1.81E-01	0.00E+00	...........	
	546	551.558	-1.81E-01	-1.81E-01	0.00E+00	...........	
	547	552.567	-1.81E-01	-1.81E-01	0.00E+00	...........	
	548	553.575	-1.81E-01	-1.81E-01	0.00E+00	...........	
	549	554.583	-1.81E-01	-1.80E-01	0.00E+00	...........	
	550	555.592	-1.81E-01	-1.80E-01	0.00E+00	...........	
	551	556.6	-1.81E-01	-1.80E-01	0.00E+00	...........	
	552	557.608	-1.80E-01	-1.80E-01	0.00E+00	...........	
	553	558.617	-1.80E-01	-1.80E-01	0.00E+00	...........	
	554	559.625	-1.80E-01	-1.80E-01	0.00E+00	...........	
	555	560.633	-1.80E-01	-1.80E-01	0.00E+00	...........	
	556	561.642	-1.80E-01	-1.80E-01	0.00E+00	...........	
	557	562.65	-1.80E-01	-1.80E-01	0.00E+00	...........	
	558	563.658	-1.80E-01	-1.80E-01	0.00E+00	...........	
	559	564.667	-1.80E-01	-1.80E-01	0.00E+00	...........	
	560	565.675	-1.80E-01	-1.80E-01	0.00E+00	...........	
	561	566.683	-1.80E-01	-1.80E-01	0.00E+00	...........	
	562	567.692	-1.80E-01	-1.80E-01	0.00E+00	...........	
	563	568.7	-1.80E-01	-1.80E-01	0.00E+00	...........	
	564	569.708	-1.80E-01	-1.80E-01	0.00E+00	...........	
	565	570.717	-1.80E-01	-1.80E-01	0.00E+00	...........	
	566	571.725	-1.80E-01	-1.80E-01	0.00E+00	...........	
	567	572.733	-1.80E-01	-1.80E-01	0.00E+00	...........	
	568	573.742	-1.80E-01	-1.80E-01	0.00E+00	...........	
	569	574.75	-1.80E-01	-1.80E-01	0.00E+00	...........	
	570	575.758	-1.80E-01	-1.80E-01	0.00E+00	...........	
	571	576.767	-1.80E-01	-1.80E-01	0.00E+00	...........	
	572	577.775	-1.80E-01	-1.80E-01	0.00E+00	...........	
	573	578.783	-1.80E-01	-1.80E-01	0.00E+00	...........	
	574	579.792	-1.80E-01	-1.80E-01	0.00E+00	...........	
	575	580.8	-1.80E-01	-1.80E-01	0.00E+00	...........	
	576	581.808	-1.80E-01	-1.80E-01	0.00E+00	...........	
	577	582.817	-1.80E-01	-1.80E-01	0.00E+00	...........	
	578	583.825	-1.80E-01	-1.80E-01	0.00E+00	...........	
	579	584.833	-1.80E-01	-1.80E-01	0.00E+00	...........	
	580	585.842	-1.80E-01	-1.80E-01	0.00E+00	...........	
	581	586.85	-1.80E-01	-1.80E-01	0.00E+00	...........	
	582	587.858	-1.80E-01	-1.80E-01	0.00E+00	...........	
	583	588.867	-1.80E-01	-1.80E-01	0.00E+00	...........	
	584	589.875	-1.80E-01	-1.80E-01	0.00E+00	...........	
	585	590.883	-1.80E-01	-1.80E-01	0.00E+00	...........	
	586	591.892	-1.80E-01	-1.79E-01	0.00E+00	...........	
	587	592.9	-1.80E-01	-1.79E-01	0.00E+00	...........	
	588	593.908	-1.80E-01	-1.79E-01	0.00E+00	...........	
	589	594.917	-1.79E-01	-1.79E-01	0.00E+00	...........	
	590	595.925	-1.79E-01	-1.79E-01	0.00E+00	...........	
	591	596.933	-1.79E-01	-1.79E-01	0.00E+00	...........	
	592	597.942	-1.79E-01	-1.79E-01	0.00E+00	...........	
	593	598.95	-1.79E-01	-1.79E-01	0.00E+00	...........	
	594	599.958	-1.79E-01	-1.79E-01	0.00E+00	...........	
	595	600.967	-1.79E-01	-1.79E-01	0.00E+00	...........	
	596	601.975	-1.79E-01	-1.79E-01	0.00E+00	...........	
	597	602.983	-1.79E-01	-1.79E-01	0.00E+00	...........	
	598	603.992	-1.79E-01	-1.79E-01	0.00E+00	...........	
	599	605	-1.79E-01	-1.79E-01	0.00E+00	...........	
	600	606.008	-1.79E-01	-1.79E-01	0.00E+00	...........	
	601	607.017	-1.79E-01	-1.79E-01	0.00E+00	...........	
	602	608.025	-1.79E-01	-1.79E-01	0.00E+00	...........	
	603	609.033	-1.79E-01	-1.79E-01	0.00E+00	...........	
	604	610.042	-1.79E-01	-1.79E-01	0.00E+00	...........	
	605	611.05	-1.79E-01	-1.79E-01	0.00E+00	...........	
	606	612.058	-1.79E-01	-1.79E-01	0.00E+00	...........	
	607	613.067	-1.79E-01	-1.79E-01	0.00E+00	...........	
	608	614.075	-1.79E-01	-1.79E-01	0.00E+00	...........	
	609	615.083	-1.79E-01	-1.79E-01	0.00E+00	...........	
	610	616.092	-1.79E-01	-1.79E-01	0.00E+00	...........	
	611	617.1	-1.79E-01	-1.79E-01	0.00E+00	...........	
	612	618.108	-1.79E-01	-1.79E-01	0.00E+00	...........	
	613	619.117	-1.79E-01	-1.79E-01	0.00E+00	...........	
	614	620.125	-1.79E-01	-1.79E-01	0.00E+00	...........	
	615	621.133	-1.79E-01	-1.79E-01	0.00E+00	...........	
	616	622.142	-1.79E-01	-1.79E-01	0.00E+00	...........	
	617	623.15	-1.79E-01	-1.79E-01	0.00E+00	...........	
	618	624.158	-1.79E-01	-1.79E-01	0.00E+00	...........	
	619	625.167	-1.79E-01	-1.79E-01	0.00E+00	...........	
	620	626.175	-1.79E-01	-1.79E-01	0.00E+00	...........	
	621	627.183	-1.79E-01	-1.79E-01	0.00E+00	...........	
	622	628.192	-1.79E-01	-1.79E-01	0.00E+00	...........	
	623	629.2	-1.79E-01	-1.79E-01	0.00E+00	...........	
	624	630.208	-1.79E-01	-1.79E-01	0.00E+00	...........	
	625	631.217	-1.79E-01	-1.78E-01	0.00E+00	...........	
	626	632.225	-1.79E-01	-1.78E-01	0.00E+00	...........	
	627	633.233	-1.79E-01	-1.78E-01	0.00E+00	...........	
	628	634.242	-1.78E-01	-1.78E-01	0.00E+00	...........	
	629	635.25	-1.78E-01	-1.78E-01	0.00E+00	...........	
	630	636.258	-1.78E-01	-1.78E-01	0.00E+00	...........	
	631	637.267	-1.78E-01	-1.78E-01	0.00E+00	...........	
	632	638.275	-1.78E-01	-1.78E-01	0.00E+00	...........	
	633	639.283	-1.78E-01	-1.78E-01	0.00E+00	...........	
	634	640.292	-1.78E-01	-1.78E-01	0.00E+00	...........	
	635	641.3	-1.78E-01	-1.78E-01	0.00E+00	...........	
	636	642.308	-1.78E-01	-1.78E-01	0.00E+00	...........	
	637	643.317	-1.78E-01	-1.78E-01	0.00E+00	...........	
	638	644.325	-1.78E-01	-1.78E-01	0.00E+00	...........	
	639	645.333	-1.78E-01	-1.78E-01	0.00E+00	...........	
	640	646.342	-1.78E-01	-1.78E-01	0.00E+00	...........	
	641	647.35	-1.78E-01	-1.78E-01	0.00E+00	...........	
	642	648.358	-1.78E-01	-1.78E-01	0.00E+00	...........	
	643	649.367	-1.78E-01	-1.78E-01	0.00E+00	...........	
	644	650.375	-1.78E-01	-1.78E-01	0.00E+00	...........	
	645	651.383	-1.78E-01	-1.78E-01	0.00E+00	...........	
	646	652.392	-1.78E-01	-1.78E-01	0.00E+00	...........	
	647	653.4	-1.78E-01	-1.78E-01	0.00E+00	...........	
	648	654.408	-1.78E-01	-1.78E-01	0.00E+00	...........	
	649	655.417	-1.78E-01	-1.78E-01	0.00E+00	...........	
	650	656.425	-1.78E-01	-1.78E-01	0.00E+00	...........	
	651	657.433	-1.78E-01	-1.78E-01	0.00E+00	...........	
	652	658.442	-1.78E-01	-1.78E-01	0.00E+00	...........	
	653	659.45	-1.78E-01	-1.78E-01	0.00E+00	...........	
	654	660.458	-1.78E-01	-1.78E-01	0.00E+00	...........	
	655	661.467	-1.78E-01	-1.78E-01	0.00E+00	...........	
	656	662.475	-1.78E-01	-1.78E-01	0.00E+00	...........	
	657	663.483	-1.78E-01	-1.78E-01	0.00E+00	...........	
	658	664.492	-1.78E-01	-1.78E-01	0.00E+00	...........	
	659	665.5	-1.78E-01	-1.78E-01	0.00E+00	...........	
	660	666.508	-1.78E-01	-1.78E-01	0.00E+00	...........	
	661	667.517	-1.78E-01	-1.78E-01	0.00E+00	...........	
	662	668.525	-1.78E-01	-1.78E-01	0.00E+00	...........	
	663	669.533	-1.78E-01	-1.78E-01	0.00E+00	...........	
	664	670.542	-1.78E-01	-1.78E-01	0.00E+00	...........	
	665	671.55	-1.78E-01	-1.78E-01	0.00E+00	...........	
	666	672.558	-1.78E-01	-1.78E-01	0.00E+00	...........	
	667	673.567	-1.78E-01	-1.78E-01	0.00E+00	...........	
	668	674.575	-1.78E-01	-1.78E-01	0.00E+00	...........	
	669	675.583	-1.78E-01	-1.77E-01	0.00E+00	...........	
	670	676.592	-1.78E-01	-1.77E-01	0.00E+00	...........	
	671	677.6	-1.78E-01	-1.77E-01	0.00E+00	...........	
	672	678.608	-1.77E-01	-1.77E-01	0.00E+00	...........	
	673	679.617	-1.77E-01	-1.77E-01	0.00E+00	...........	
	674	680.625	-1.77E-01	-1.77E-01	0.00E+00	...........	
	675	681.633	-1.77E-01	-1.77E-01	0.00E+00	...........	
	676	682.642	-1.77E-01	-1.77E-01	0.00E+00	...........	
	677	683.65	-1.77E-01	-1.77E-01	0.00E+00	...........	
	678	684.658	-1.77E-01	-1.77E-01	0.00E+00	...........	
	679	685.667	-1.77E-01	-1.77E-01	0.00E+00	...........	
	680	686.675	-1.77E-01	-1.77E-01	0.00E+00	...........	
	681	687.683	-1.77E-01	-1.77E-01	0.00E+00	...........	
	682	688.692	-1.77E-01	-1.77E-01	0.00E+00	...........	
	683	689.7	-1.77E-01	-1.77E-01	0.00E+00	...........	
	684	690.708	-1.77E-01	-1.77E-01	0.00E+00	...........	
	685	691.717	-1.77E-01	-1.77E-01	0.00E+00	...........	
	686	692.725	-1.77E-01	-1.77E-01	0.00E+00	...........	
	687	693.733	-1.77E-01	-1.77E-01	0.00E+00	...........	
	688	694.742	-1.77E-01	-1.77E-01	0.00E+00	...........	
	689	695.75	-1.77E-01	-1.77E-01	0.00E+00	...........	
	690	696.758	-1.77E-01	-1.77E-01	0.00E+00	...........	
	691	697.767	-1.77E-01	-1.77E-01	0.00E+00	...........	
	692	698.775	-1.77E-01	-1.77E-01	0.00E+00	...........	
	693	699.783	-1.77E-01	-1.77E-01	0.00E+00	...........	
	694	700.792	-1.77E-01	-1.77E-01	0.00E+00	...........	
	695	701.8	-1.77E-01	-1.77E-01	0.00E+00	...........	
	696	702.808	-1.77E-01	-1.77E-01	0.00E+00	...........	
	697	703.817	-1.77E-01	-1.77E-01	0.00E+00	...........	
	698	704.825	-1.77E-01	-1.77E-01	0.00E+00	...........	
	699	705.833	-1.77E-01	-1.77E-01	0.00E+00	...........	
	700	706.842	-1.77E-01	-1.77E-01	0.00E+00	...........	
	701	707.85	-1.77E-01	-1.77E-01	0.00E+00	...........	
	702	708.858	-1.77E-01	-1.77E-01	0.00E+00	...........	
	703	709.867	-1.77E-01	-1.77E-01	0.00E+00	...........	
	704	710.875	-1.77E-01	-1.77E-01	0.00E+00	...........	
	705	711.883	-1.77E-01	-1.77E-01	0.00E+00	...........	
	706	712.892	-1.77E-01	-1.77E-01	0.00E+00	...........	
	707	713.9	-1.77E-01	-1.77E-01	0.00E+00	...........	
	708	714.908	-1.77E-01	-1.77E-01	0.00E+00	...........	
	709	715.917	-1.77E-01	-1.77E-01	0.00E+00	...........	
	710	716.925	-1.77E-01	-1.77E-01	0.00E+00	...........	
	711	717.933	-1.77E-01	-1.77E-01	0.00E+00	...........	
	712	718.942	-1.77E-01	-1.77E-01	0.00E+00	...........	
	713	719.95	-1.77E-01	-1.77E-01	0.00E+00	...........	
	714	720.958	-1.77E-01	-1.76E-01	0.00E+00	...........	
	715	721.967	-1.77E-01	-1.76E-01	0.00E+00	...........	
	716	722.975	-1.77E-01	-1.76E-01	0.00E+00	...........	
	717	723.983	-1.76E-01	-1.76E-01	0.00E+00	...........	
	718	724.992	-1.76E-01	-1.76E-01	0.00E+00	...........	
	719	726	-1.76E-01	-1.76E-01	0.00E+00	...........	
	720	727.008	-1.76E-01	-1.76E-01	0.00E+00	...........	
	721	728.017	-1.76E-01	-1.76E-01	0.00E+00	...........	
	722	729.025	-1.76E-01	-1.76E-01	0.00E+00	...........	
	723	730.033	-1.76E-01	-1.76E-01	0.00E+00	...........	
	724	731.042	-1.76E-01	-1.76E-01	0.00E+00	...........	
	725	732.05	-1.76E-01	-1.76E-01	0.00E+00	...........	
	726	733.058	-1.76E-01	-1.76E-01	0.00E+00	...........	
	727	734.067	-1.76E-01	-1.76E-01	0.00E+00	...........	
	728	735.075	-1.76E-01	-1.76E-01	0.00E+00	...........	
	729	736.083	-1.76E-01	-1.76E-01	0.00E+00	...........	
	730	737.092	-1.76E-01	-1.76E-01	0.00E+00	...........	
	731	738.1	-1.76E-01	-1.76E-01	0.00E+00	...........	
	732	739.108	-1.76E-01	-1.76E-01	0.00E+00	...........	
	733	740.117	-1.76E-01	-1.76E-01	0.00E+00	...........	
	734	741.125	-1.76E-01	-1.76E-01	0.00E+00	...........	
	735	742.133	-1.76E-01	-1.76E-01	0.00E+00	...........	
	736	743.142	-1.76E-01	-1.76E-01	0.00E+00	...........	
	737	744.15	-1.76E-01	-1.76E-01	0.00E+00	...........	
	738	745.158	-1.76E-01	-1.76E-01	0.00E+00	...........	
	739	746.167	-1.76E-01	-1.76E-01	0.00E+00	...........	
	740	747.175	-1.76E-01	-1.76E-01	0.00E+00	...........	
	741	748.183	-1.76E-01	-1.76E-01	0.00E+00	...........	
	742	749.192	-1.76E-01	-1.76E-01	0.00E+00	...........	
	743	750.2	-1.76E-01	-1.76E-01	0.00E+00	...........	
	744	751.208	-1.76E-01	-1.76E-01	0.00E+00	...........	
	745	752.217	-1.76E-01	-1.76E-01	0.00E+00	...........	
	746	753.225	-1.76E-01	-1.76E-01	0.00E+00	...........	
	747	754.233	-1.76E-01	-1.76E-01	0.00E+00	...........	
	748	755.242	-1.76E-01	-1.76E-01	0.00E+00	...........	
	749	756.25	-1.76E-01	-1.76E-01	0.00E+00	...........	
	750	757.258	-1.76E-01	-1.76E-01	0.00E+00	...........	
	751	758.267	-1.76E-01	-1.76E-01	0.00E+00	...........	
	752	759.275	-1.76E-01	-1.76E-01	0.00E+00	...........	
	753	760.283	-1.76E-01	-1.76E-01	0.00E+00	...........	
	754	761.292	-1.76E-01	-1.76E-01	0.00E+00	...........	
	755	762.3	-1.76E-01	-1.76E-01	0.00E+00	...........	
	756	763.308	-1.76E-01	-1.76E-01	0.00E+00	...........	
	757	764.317	-1.76E-01	-1.76E-01	0.00E+00	...........	
	758	765.325	-1.76E-01	-1.76E-01	0.00E+00	...........	
	759	766.333	-1.76E-01	-1.75E-01	0.00E+00	...........	
	760	767.342	-1.76E-01	-1.75E-01	0.00E+00	...........	
	761	768.35	-1.76E-01	-1.75E-01	0.00E+00	...........	
	762	769.358	-1.75E-01	-1.75E-01	0.00E+00	...........	
	763	770.367	-1.75E-01	-1.75E-01	0.00E+00	...........	
	764	771.375	-1.75E-01	-1.75E-01	0.00E+00	...........	
	765	772.383	-1.75E-01	-1.75E-01	0.00E+00	...........	
	766	773.392	-1.75E-01	-1.75E-01	0.00E+00	...........	
	767	774.4	-1.75E-01	-1.75E-01	0.00E+00	...........	
	768	775.408	-1.75E-01	-1.75E-01	0.00E+00	...........	
	769	776.417	-1.75E-01	-1.75E-01	0.00E+00	...........	
	770	777.425	-1.75E-01	-1.75E-01	0.00E+00	...........	
	771	778.433	-1.75E-01	-1.75E-01	0.00E+00	...........	
	772	779.442	-1.75E-01	-1.75E-01	0.00E+00	...........	
	773	780.45	-1.75E-01	-1.75E-01	0.00E+00	...........	
	774	781.458	-1.75E-01	-1.75E-01	0.00E+00	...........	
	775	782.467	-1.75E-01	-1.75E-01	0.00E+00	...........	
	776	783.475	-1.75E-01	-1.75E-01	0.00E+00	...........	
	777	784.483	-1.75E-01	-1.75E-01	0.00E+00	...........	
	778	785.492	-1.75E-01	-1.75E-01	0.00E+00	...........	
	779	786.5	-1.75E-01	-1.75E-01	0.00E+00	...........	
	780	787.508	-1.75E-01	-1.75E-01	0.00E+00	...........	
	781	788.517	-1.75E-01	-1.75E-01	0.00E+00	...........	
	782	789.525	-1.75E-01	-1.75E-01	0.00E+00	...........	
	783	790.533	-1.75E-01	-1.75E-01	0.00E+00	...........	
	784	791.542	-1.75E-01	-1.75E-01	0.00E+00	...........	
	785	792.55	-1.75E-01	-1.75E-01	0.00E+00	...........	
	786	793.558	-1.75E-01	-1.75E-01	0.00E+00	...........	
	787	794.567	-1.75E-01	-1.75E-01	0.00E+00	...........	
	788	795.575	-1.75E-01	-1.75E-01	0.00E+00	...........	
	789	796.583	-1.75E-01	-1.75E-01	0.00E+00	...........	
	790	797.592	-1.75E-01	-1.75E-01	0.00E+00	...........	
	791	798.6	-1.75E-01	-1.75E-01	0.00E+00	...........	
	792	799.608	-1.75E-01	-1.75E-01	0.00E+00	...........	
	793	800.617	-1.75E-01	-1.75E-01	0.00E+00	...........	
	794	801.625	-1.75E-01	-1.75E-01	0.00E+00	...........	
	795	802.633	-1.75E-01	-1.75E-01	0.00E+00	...........	
	796	803.642	-1.75E-01	-1.75E-01	0.00E+00	...........	
	797	804.65	-1.75E-01	-1.75E-01	0.00E+00	...........	
	798	805.658	-1.75E-01	-1.75E-01	0.00E+00	...........	
	799	806.667	-1.75E-01	-1.75E-01	0.00E+00	...........	
	800	807.675	-1.75E-01	-1.75E-01	0.00E+00	...........	
	801	808.683	-1.75E-01	-1.75E-01	0.00E+00	...........	
	802	809.692	-1.75E-01	-1.75E-01	0.00E+00	...........	
	803	810.7	-1.75E-01	-1.75E-01	0.00E+00	...........	
	804	811.708	-1.75E-01	-1.75E-01	0.00E+00	...........	
	805	812.717	-1.75E-01	-1.74E-01	0.00E+00	...........	
	806	813.725	-1.75E-01	-1.74E-01	0.00E+00	...........	
	807	814.733	-1.75E-01	-1.74E-01	0.00E+00	...........	
	808	815.742	-1.74E-01	-1.74E-01	0.00E+00	...........	
	809	816.75	-1.74E-01	-1.74E-01	0.00E+00	...........	
	810	817.758	-1.74E-01	-1.74E-01	0.00E+00	...........	
	811	818.767	-1.74E-01	-1.74E-01	0.00E+00	...........	
