T,Vf
1074.88,-1.7265E-01
1075.89,-1.7263E-01
1076.9,-1.7260E-01
1077.91,-1.7256E-01
1078.92,-1.7253E-01
1079.93,-1.7250E-01
1080.93,-1.7247E-01
1081.94,-1.7245E-01
1082.95,-1.7242E-01
1083.96,-1.7239E-01
1084.97,-1.7236E-01
1085.97,-1.7233E-01
1086.98,-1.7231E-01
1087.99,-1.7228E-01
1089,-1.7225E-01
1090.01,-1.7222E-01
1091.02,-1.7220E-01
1092.03,-1.7217E-01
1093.03,-1.7215E-01
1094.04,-1.7212E-01
1095.05,-1.7209E-01
1096.06,-1.7207E-01
1097.07,-1.7204E-01
1098.07,-1.7201E-01
1099.08,-1.7198E-01
1100.09,-1.7195E-01
1101.1,-1.7193E-01
1102.11,-1.7190E-01
1103.12,-1.7187E-01
1104.13,-1.7185E-01
1105.13,-1.7182E-01
1106.14,-1.7180E-01
1107.15,-1.7177E-01
1108.16,-1.7175E-01
1109.17,-1.7173E-01
1110.18,-1.7170E-01
1111.18,-1.7167E-01
1112.19,-1.7165E-01
1113.2,-1.7162E-01
1114.21,-1.7160E-01
1115.22,-1.7157E-01
1116.22,-1.7155E-01
1117.23,-1.7152E-01
1118.24,-1.7149E-01
1119.25,-1.7146E-01
1120.26,-1.7144E-01
1121.27,-1.7141E-01
1122.28,-1.7139E-01
1123.28,-1.7136E-01
1124.29,-1.7134E-01
1125.3,-1.7131E-01
1126.31,-1.7129E-01
1127.32,-1.7126E-01
1128.32,-1.7124E-01
1129.33,-1.7121E-01
1130.34,-1.7118E-01
1131.35,-1.7116E-01
1132.36,-1.7113E-01
1133.37,-1.7110E-01
1134.38,-1.7108E-01
1135.38,-1.7105E-01
1136.39,-1.7103E-01
1137.4,-1.7100E-01
1138.41,-1.7097E-01
1139.42,-1.7095E-01
1140.43,-1.7092E-01
1141.43,-1.7089E-01
1142.44,-1.7087E-01
1143.45,-1.7084E-01
1144.46,-1.7081E-01
1145.47,-1.7079E-01
1146.47,-1.7076E-01
1147.48,-1.7073E-01
1148.49,-1.7071E-01
1149.5,-1.7068E-01
1150.51,-1.7065E-01
1151.52,-1.7063E-01
1152.53,-1.7060E-01
1153.53,-1.7057E-01
1154.54,-1.7055E-01
1155.55,-1.7052E-01
1156.56,-1.7050E-01
1157.57,-1.7047E-01
1158.57,-1.7044E-01
1159.58,-1.7042E-01
1160.59,-1.7039E-01
1161.6,-1.7037E-01
1162.61,-1.7034E-01
1163.62,-1.7031E-01
1164.63,-1.7029E-01
1165.63,-1.7026E-01
1166.64,-1.7023E-01
1167.65,-1.7021E-01
1168.66,-1.7018E-01
1169.67,-1.7016E-01
1170.68,-1.7013E-01
1171.68,-1.7011E-01
1172.69,-1.7009E-01
1173.7,-1.7006E-01
1174.71,-1.7004E-01
1175.72,-1.7001E-01
1176.72,-1.6999E-01
1177.73,-1.6996E-01
1178.74,-1.6994E-01
1179.75,-1.6992E-01
1180.76,-1.6989E-01
1181.77,-1.6987E-01
1182.78,-1.6984E-01
1183.78,-1.6982E-01
1184.79,-1.6979E-01
1185.8,-1.6977E-01
1186.81,-1.6974E-01
1187.82,-1.6972E-01
1188.82,-1.6969E-01
1189.83,-1.6967E-01
1190.84,-1.6964E-01
1191.85,-1.6962E-01
1192.86,-1.6960E-01
1193.87,-1.6957E-01
1194.88,-1.6955E-01
1195.88,-1.6952E-01
1196.89,-1.6949E-01
1197.9,-1.6946E-01
1198.91,-1.6943E-01
1199.92,-1.6940E-01
1200.93,-1.6938E-01
1201.93,-1.6936E-01
1202.94,-1.6934E-01
1203.95,-1.6932E-01
1204.96,-1.6929E-01
1205.97,-1.6927E-01
1206.97,-1.6925E-01
1207.98,-1.6923E-01
1208.99,-1.6921E-01
1210,-1.6919E-01
1211.01,-1.6916E-01
1212.02,-1.6914E-01
1213.03,-1.6912E-01
1214.03,-1.6910E-01
1215.04,-1.6907E-01
1216.05,-1.6905E-01
1217.06,-1.6903E-01
1218.07,-1.6901E-01
1219.07,-1.6899E-01
1220.08,-1.6896E-01
1221.09,-1.6894E-01
1222.1,-1.6892E-01
1223.11,-1.6890E-01
1224.12,-1.6887E-01
1225.13,-1.6885E-01
1226.13,-1.6883E-01
1227.14,-1.6881E-01
1228.15,-1.6879E-01
1229.16,-1.6876E-01
1230.17,-1.6874E-01
1231.18,-1.6872E-01
1232.18,-1.6870E-01
1233.19,-1.6867E-01
1234.2,-1.6865E-01
1235.21,-1.6863E-01
1236.22,-1.6861E-01
1237.22,-1.6859E-01
1238.23,-1.6856E-01
1239.24,-1.6854E-01
1240.25,-1.6852E-01
1241.26,-1.6850E-01
1242.27,-1.6848E-01
1243.28,-1.6846E-01
1244.28,-1.6844E-01
1245.29,-1.6841E-01
1246.3,-1.6839E-01
1247.31,-1.6837E-01
1248.32,-1.6835E-01
1249.32,-1.6832E-01
1250.33,-1.6830E-01
1251.34,-1.6828E-01
1252.35,-1.6826E-01
1253.36,-1.6824E-01
1254.37,-1.6821E-01
1255.38,-1.6819E-01
1256.38,-1.6817E-01
1257.39,-1.6815E-01
1258.4,-1.6813E-01
1259.41,-1.6811E-01
1260.42,-1.6809E-01
1261.43,-1.6806E-01
1262.43,-1.6804E-01
1263.44,-1.6802E-01
1264.45,-1.6799E-01
1265.46,-1.6797E-01
1266.47,-1.6795E-01
1267.47,-1.6793E-01
1268.48,-1.6791E-01
1269.49,-1.6789E-01
1270.5,-1.6786E-01
1271.51,-1.6784E-01
1272.52,-1.6782E-01
1273.53,-1.6780E-01
1274.53,-1.6778E-01
1275.54,-1.6776E-01
1276.55,-1.6773E-01
1277.56,-1.6771E-01
1278.57,-1.6769E-01
1279.57,-1.6767E-01
1280.58,-1.6765E-01
1281.59,-1.6762E-01
1282.6,-1.6760E-01
1283.61,-1.6758E-01
1284.62,-1.6756E-01
1285.63,-1.6754E-01
1286.63,-1.6751E-01
1287.64,-1.6749E-01
1288.65,-1.6747E-01
1289.66,-1.6745E-01
1290.67,-1.6743E-01
1291.68,-1.6741E-01
1292.68,-1.6738E-01
1293.69,-1.6736E-01
1294.7,-1.6734E-01
1295.71,-1.6732E-01
1296.72,-1.6730E-01
1297.72,-1.6728E-01
1298.73,-1.6726E-01
1299.74,-1.6724E-01
1300.75,-1.6721E-01
1301.76,-1.6719E-01
1302.77,-1.6717E-01
1303.78,-1.6715E-01
1304.78,-1.6713E-01
1305.79,-1.6711E-01
1306.8,-1.6709E-01
1307.81,-1.6707E-01
1308.82,-1.6705E-01
1309.82,-1.6703E-01
1310.83,-1.6701E-01
1311.84,-1.6699E-01
1312.85,-1.6697E-01
1313.86,-1.6695E-01
1314.87,-1.6693E-01
1315.88,-1.6691E-01
1316.88,-1.6689E-01
1317.89,-1.6687E-01
1318.9,-1.6685E-01
1319.91,-1.6683E-01
1320.92,-1.6681E-01
1321.93,-1.6679E-01
1322.93,-1.6677E-01
1323.94,-1.6675E-01
1324.95,-1.6673E-01
1325.96,-1.6671E-01
1326.97,-1.6670E-01
1327.97,-1.6668E-01
1328.98,-1.6666E-01
1329.99,-1.6664E-01
1331,-1.6662E-01
1332.01,-1.6660E-01
1333.02,-1.6658E-01
1334.03,-1.6656E-01
1335.03,-1.6654E-01
1336.04,-1.6652E-01
1337.05,-1.6650E-01
1338.06,-1.6648E-01
1339.07,-1.6646E-01
1340.07,-1.6644E-01
1341.08,-1.6642E-01
1342.09,-1.6640E-01
1343.1,-1.6638E-01
1344.11,-1.6636E-01
1345.12,-1.6634E-01
1346.13,-1.6632E-01
1347.13,-1.6630E-01
1348.14,-1.6628E-01
1349.15,-1.6626E-01
1350.16,-1.6624E-01
1351.17,-1.6622E-01
1352.18,-1.6620E-01
1353.18,-1.6619E-01
1354.19,-1.6617E-01
1355.2,-1.6615E-01
1356.21,-1.6613E-01
1357.22,-1.6611E-01
1358.22,-1.6609E-01
1359.23,-1.6607E-01
1360.24,-1.6605E-01
1361.25,-1.6603E-01
1362.26,-1.6602E-01
1363.27,-1.6600E-01
1364.28,-1.6598E-01
1365.28,-1.6596E-01
1366.29,-1.6594E-01
1367.3,-1.6592E-01
1368.31,-1.6590E-01
1369.32,-1.6588E-01
1370.32,-1.6587E-01
1371.33,-1.6585E-01
1372.34,-1.6583E-01
1373.35,-1.6581E-01
1374.36,-1.6579E-01
1375.37,-1.6577E-01
1376.38,-1.6575E-01
1377.38,-1.6573E-01
1378.39,-1.6571E-01
1379.4,-1.6569E-01
1380.41,-1.6567E-01
1381.42,-1.6565E-01
1382.43,-1.6563E-01
1383.43,-1.6561E-01
1384.44,-1.6560E-01
1385.45,-1.6558E-01
1386.46,-1.6556E-01
1387.47,-1.6554E-01
1388.47,-1.6552E-01
1389.48,-1.6550E-01
1390.49,-1.6548E-01
1391.5,-1.6546E-01
1392.51,-1.6544E-01
1393.52,-1.6542E-01
1394.53,-1.6540E-01
1395.53,-1.6538E-01
1396.54,-1.6536E-01
1397.55,-1.6534E-01
1398.56,-1.6532E-01
1399.57,-1.6530E-01
1400.57,-1.6528E-01
1401.58,-1.6526E-01
1402.59,-1.6525E-01
1403.6,-1.6523E-01
1404.61,-1.6521E-01
1405.62,-1.6519E-01
1406.63,-1.6517E-01
1407.63,-1.6516E-01
1408.64,-1.6514E-01
1409.65,-1.6512E-01
1410.66,-1.6510E-01
1411.67,-1.6509E-01
1412.68,-1.6507E-01
1413.68,-1.6505E-01
1414.69,-1.6503E-01
1415.7,-1.6502E-01
1416.71,-1.6500E-01
1417.72,-1.6498E-01
1418.72,-1.6496E-01
1419.73,-1.6495E-01
1420.74,-1.6493E-01
1421.75,-1.6491E-01
1422.76,-1.6490E-01
1423.77,-1.6488E-01
1424.78,-1.6486E-01
1425.78,-1.6484E-01
1426.79,-1.6483E-01
1427.8,-1.6481E-01
1428.81,-1.6479E-01
1429.82,-1.6478E-01
1430.82,-1.6476E-01
1431.83,-1.6475E-01
1432.84,-1.6473E-01
1433.85,-1.6472E-01
1434.86,-1.6470E-01
1435.87,-1.6468E-01
1436.88,-1.6467E-01
1437.88,-1.6465E-01
1438.89,-1.6464E-01
1439.9,-1.6462E-01
1440.91,-1.6460E-01
1441.92,-1.6459E-01
1442.93,-1.6457E-01
1443.93,-1.6456E-01
1444.94,-1.6454E-01
1445.95,-1.6453E-01
1446.96,-1.6451E-01
1447.97,-1.6450E-01
1448.97,-1.6448E-01
1449.98,-1.6447E-01
1450.99,-1.6445E-01
1452,-1.6444E-01
1453.01,-1.6442E-01
1454.02,-1.6441E-01
1455.03,-1.6439E-01
1456.03,-1.6438E-01
1457.04,-1.6436E-01
1458.05,-1.6435E-01
1459.06,-1.6433E-01
1460.07,-1.6432E-01
1461.07,-1.6431E-01
1462.08,-1.6429E-01
1463.09,-1.6428E-01
1464.1,-1.6426E-01
1465.11,-1.6425E-01
1466.12,-1.6423E-01
1467.13,-1.6422E-01
1468.13,-1.6421E-01
1469.14,-1.6419E-01
1470.15,-1.6418E-01
1471.16,-1.6416E-01
1472.17,-1.6415E-01
1473.18,-1.6414E-01
1474.18,-1.6412E-01
1475.19,-1.6411E-01
1476.2,-1.6409E-01
1477.21,-1.6408E-01
1478.22,-1.6407E-01
1479.22,-1.6405E-01
1480.23,-1.6404E-01
1481.24,-1.6402E-01
1482.25,-1.6401E-01
1483.26,-1.6400E-01
1484.27,-1.6398E-01
1485.28,-1.6397E-01
1486.28,-1.6395E-01
1487.29,-1.6394E-01
1488.3,-1.6392E-01
1489.31,-1.6391E-01
1490.32,-1.6389E-01
1491.32,-1.6388E-01
1492.33,-1.6387E-01
1493.34,-1.6386E-01
1494.35,-1.6386E-01
1495.36,-1.6385E-01
1496.37,-1.6384E-01
1497.38,-1.6383E-01
1498.38,-1.6381E-01
1499.39,-1.6380E-01
1500.4,-1.6379E-01
1501.41,-1.6378E-01
1502.42,-1.6377E-01
1503.43,-1.6376E-01
1504.43,-1.6376E-01
1505.44,-1.6375E-01
1506.45,-1.6373E-01
1507.46,-1.6372E-01
1508.47,-1.6371E-01
1509.47,-1.6370E-01
1510.48,-1.6369E-01
1511.49,-1.6367E-01
1512.5,-1.6366E-01
1513.51,-1.6364E-01
1514.52,-1.6363E-01
1515.53,-1.6361E-01
1516.53,-1.6360E-01
1517.54,-1.6359E-01
1518.55,-1.6357E-01
1519.56,-1.6355E-01
1520.57,-1.6354E-01
1521.57,-1.6352E-01
1522.58,-1.6351E-01
1523.59,-1.6349E-01
1524.6,-1.6348E-01
1525.61,-1.6346E-01
1526.62,-1.6345E-01
1527.63,-1.6343E-01
1528.63,-1.6342E-01
1529.64,-1.6340E-01
1530.65,-1.6339E-01
1531.66,-1.6337E-01
1532.67,-1.6336E-01
1533.68,-1.6334E-01
1534.68,-1.6332E-01
1535.69,-1.6331E-01
1536.7,-1.6329E-01
1537.71,-1.6328E-01
1538.72,-1.6326E-01
1539.72,-1.6325E-01
1540.73,-1.6323E-01
1541.74,-1.6321E-01
1542.75,-1.6320E-01
1543.76,-1.6318E-01
1544.77,-1.6317E-01
1545.78,-1.6315E-01
1546.78,-1.6313E-01
1547.79,-1.6312E-01
1548.8,-1.6310E-01
1549.81,-1.6308E-01
1550.82,-1.6307E-01
1551.82,-1.6305E-01
1552.83,-1.6303E-01
1553.84,-1.6302E-01
1554.85,-1.6300E-01
1555.86,-1.6298E-01
1556.87,-1.6296E-01
1557.88,-1.6295E-01
1558.88,-1.6293E-01
1559.89,-1.6291E-01
1560.9,-1.6289E-01
1561.91,-1.6287E-01
1562.92,-1.6285E-01
1563.92,-1.6284E-01
1564.93,-1.6282E-01
1565.94,-1.6280E-01
1566.95,-1.6278E-01
1567.96,-1.6276E-01
1568.97,-1.6275E-01
1569.97,-1.6273E-01
1570.98,-1.6271E-01
1571.99,-1.6269E-01
1573,-1.6267E-01
1574.01,-1.6265E-01
1575.02,-1.6263E-01
1576.03,-1.6262E-01
1577.03,-1.6260E-01
1578.04,-1.6258E-01
1579.05,-1.6256E-01
1580.06,-1.6254E-01
1581.07,-1.6253E-01
1582.07,-1.6251E-01
1583.08,-1.6249E-01
1584.09,-1.6247E-01
1585.1,-1.6245E-01
1586.11,-1.6244E-01
1587.12,-1.6242E-01
1588.13,-1.6240E-01
1589.13,-1.6238E-01
1590.14,-1.6236E-01
1591.15,-1.6235E-01
1592.16,-1.6233E-01
1593.17,-1.6231E-01
1594.17,-1.6230E-01
1595.18,-1.6228E-01
1596.19,-1.6226E-01
1597.2,-1.6224E-01
1598.21,-1.6223E-01
1599.22,-1.6221E-01
1600.22,-1.6219E-01
1601.23,-1.6218E-01
1602.24,-1.6216E-01
1603.25,-1.6214E-01
1604.26,-1.6213E-01
1605.27,-1.6211E-01
1606.28,-1.6209E-01
1607.28,-1.6207E-01
1608.29,-1.6205E-01
1609.3,-1.6203E-01
1610.31,-1.6201E-01
1611.32,-1.6199E-01
1612.32,-1.6197E-01
1613.33,-1.6196E-01
1614.34,-1.6194E-01
1615.35,-1.6192E-01
1616.36,-1.6190E-01
1617.37,-1.6188E-01
1618.38,-1.6186E-01
1619.38,-1.6184E-01
1620.39,-1.6182E-01
1621.4,-1.6181E-01
1622.41,-1.6179E-01
1623.42,-1.6177E-01
1624.42,-1.6175E-01
1625.43,-1.6173E-01
1626.44,-1.6171E-01
1627.45,-1.6169E-01
1628.46,-1.6167E-01
1629.47,-1.6166E-01
1630.47,-1.6164E-01
1631.48,-1.6162E-01
1632.49,-1.6160E-01
1633.5,-1.6158E-01
1634.51,-1.6157E-01
1635.52,-1.6155E-01
1636.53,-1.6154E-01
1637.53,-1.6153E-01
1638.54,-1.6151E-01
1639.55,-1.6149E-01
1640.56,-1.6147E-01
1641.57,-1.6145E-01
1642.57,-1.6143E-01
1643.58,-1.6141E-01
1644.59,-1.6139E-01
1645.6,-1.6137E-01
1646.61,-1.6135E-01
1647.62,-1.6133E-01
1648.62,-1.6131E-01
1649.63,-1.6129E-01
1650.64,-1.6128E-01
1651.65,-1.6126E-01
1652.66,-1.6124E-01
1653.67,-1.6122E-01
1654.67,-1.6120E-01
1655.68,-1.6118E-01
1656.69,-1.6117E-01
1657.7,-1.6115E-01
1658.71,-1.6113E-01
1659.72,-1.6111E-01
1660.72,-1.6110E-01
1661.73,-1.6108E-01
1662.74,-1.6106E-01
1663.75,-1.6104E-01
1664.76,-1.6102E-01
1665.77,-1.6100E-01
1666.78,-1.6099E-01
1667.78,-1.6097E-01
1668.79,-1.6095E-01
1669.8,-1.6093E-01
1670.81,-1.6091E-01
1671.82,-1.6089E-01
1672.82,-1.6087E-01
1673.83,-1.6086E-01
1674.84,-1.6084E-01
1675.85,-1.6082E-01
1676.86,-1.6080E-01
1677.87,-1.6078E-01
1678.88,-1.6076E-01
1679.88,-1.6074E-01
1680.89,-1.6072E-01
1681.9,-1.6070E-01
1682.91,-1.6068E-01
1683.92,-1.6067E-01
1684.92,-1.6065E-01
1685.93,-1.6063E-01
1686.94,-1.6061E-01
1687.95,-1.6059E-01
1688.96,-1.6057E-01
1689.97,-1.6055E-01
1690.97,-1.6053E-01
1691.98,-1.6051E-01
1692.99,-1.6049E-01
1694,-1.6047E-01
1695.01,-1.6045E-01
1696.02,-1.6043E-01
1697.03,-1.6041E-01
1698.03,-1.6039E-01
1699.04,-1.6037E-01
1700.05,-1.6035E-01
1701.06,-1.6033E-01
1702.07,-1.6031E-01
1703.07,-1.6030E-01
1704.08,-1.6028E-01
1705.09,-1.6026E-01
1706.1,-1.6024E-01
1707.11,-1.6022E-01
1708.12,-1.6021E-01
1709.13,-1.6019E-01
1710.13,-1.6017E-01
1711.14,-1.6015E-01
1712.15,-1.6013E-01
1713.16,-1.6012E-01
1714.17,-1.6010E-01
1715.17,-1.6008E-01
1716.18,-1.6007E-01
1717.19,-1.6005E-01
1718.2,-1.6003E-01
1719.21,-1.6001E-01
1720.22,-1.6000E-01
1721.22,-1.5998E-01
1722.23,-1.5996E-01
1723.24,-1.5995E-01
1724.25,-1.5993E-01
1725.26,-1.5992E-01
1726.27,-1.5990E-01
1727.28,-1.5989E-01
1728.28,-1.5987E-01
1729.29,-1.5986E-01
1730.3,-1.5984E-01
1731.31,-1.5982E-01
1732.32,-1.5981E-01
1733.32,-1.5979E-01
1734.33,-1.5977E-01
1735.34,-1.5976E-01
1736.35,-1.5974E-01
1737.36,-1.5973E-01
1738.37,-1.5971E-01
1739.38,-1.5970E-01
1740.38,-1.5968E-01
1741.39,-1.5966E-01
1742.4,-1.5965E-01
1743.41,-1.5963E-01
1744.42,-1.5961E-01
1745.42,-1.5960E-01
1746.43,-1.5958E-01
1747.44,-1.5957E-01
1748.45,-1.5955E-01
1749.46,-1.5953E-01
1750.47,-1.5952E-01
1751.47,-1.5950E-01
1752.48,-1.5949E-01
1753.49,-1.5947E-01
1754.5,-1.5946E-01
1755.51,-1.5944E-01
1756.52,-1.5943E-01
1757.53,-1.5941E-01
1758.53,-1.5939E-01
1759.54,-1.5938E-01
1760.55,-1.5936E-01
1761.56,-1.5935E-01
1762.57,-1.5933E-01
1763.57,-1.5932E-01
1764.58,-1.5930E-01
1765.59,-1.5929E-01
1766.6,-1.5927E-01
1767.61,-1.5926E-01
1768.62,-1.5924E-01
1769.63,-1.5923E-01
1770.63,-1.5921E-01
1771.64,-1.5919E-01
1772.65,-1.5918E-01
1773.66,-1.5916E-01
1774.67,-1.5915E-01
1775.67,-1.5913E-01
1776.68,-1.5912E-01
1777.69,-1.5910E-01
1778.7,-1.5909E-01
1779.71,-1.5907E-01
1780.72,-1.5905E-01
1781.72,-1.5904E-01
1782.73,-1.5902E-01
1783.74,-1.5901E-01
1784.75,-1.5899E-01
1785.76,-1.5897E-01
1786.77,-1.5896E-01
1787.78,-1.5894E-01
1788.78,-1.5893E-01
1789.79,-1.5891E-01
1790.8,-1.5890E-01
1791.81,-1.5888E-01
1792.82,-1.5886E-01
1793.82,-1.5885E-01
1794.83,-1.5883E-01
1795.84,-1.5881E-01
1796.85,-1.5880E-01
1797.86,-1.5878E-01
1798.87,-1.5877E-01
1799.88,-1.5875E-01
