T,Vf
s,V vs. Ref.
1256.38,-1.6678E-01
1257.39,-1.6677E-01
1258.4,-1.6675E-01
1259.41,-1.6674E-01
1260.42,-1.6672E-01
1261.43,-1.6671E-01
1262.43,-1.6669E-01
1263.44,-1.6668E-01
1264.45,-1.6666E-01
1265.46,-1.6665E-01
1266.47,-1.6664E-01
1267.47,-1.6662E-01
1268.48,-1.6661E-01
1269.49,-1.6659E-01
1270.5,-1.6658E-01
1271.51,-1.6656E-01
1272.52,-1.6655E-01
1273.53,-1.6654E-01
1274.53,-1.6652E-01
1275.54,-1.6651E-01
1276.55,-1.6649E-01
1277.56,-1.6648E-01
1278.57,-1.6647E-01
1279.57,-1.6645E-01
1280.58,-1.6644E-01
1281.59,-1.6642E-01
1282.6,-1.6641E-01
1283.61,-1.6639E-01
1284.62,-1.6638E-01
1285.63,-1.6636E-01
1286.63,-1.6635E-01
1287.64,-1.6634E-01
1288.65,-1.6632E-01
1289.66,-1.6631E-01
1290.67,-1.6629E-01
1291.68,-1.6628E-01
1292.68,-1.6627E-01
1293.69,-1.6625E-01
1294.7,-1.6624E-01
1295.71,-1.6623E-01
1296.72,-1.6621E-01
1297.72,-1.6620E-01
1298.73,-1.6619E-01
1299.74,-1.6617E-01
1300.75,-1.6616E-01
1301.76,-1.6615E-01
1302.77,-1.6613E-01
1303.78,-1.6612E-01
1304.78,-1.6610E-01
1305.79,-1.6609E-01
1306.8,-1.6608E-01
1307.81,-1.6606E-01
1308.82,-1.6605E-01
1309.82,-1.6604E-01
1310.83,-1.6602E-01
1311.84,-1.6601E-01
1312.85,-1.6600E-01
1313.86,-1.6598E-01
1314.87,-1.6597E-01
1315.88,-1.6596E-01
1316.88,-1.6594E-01
1317.89,-1.6593E-01
1318.9,-1.6592E-01
1319.91,-1.6591E-01
1320.92,-1.6589E-01
1321.93,-1.6588E-01
1322.93,-1.6587E-01
1323.94,-1.6585E-01
1324.95,-1.6584E-01
1325.96,-1.6583E-01
1326.97,-1.6581E-01
1327.97,-1.6580E-01
1328.98,-1.6579E-01
1329.99,-1.6577E-01
1331,-1.6576E-01
1332.01,-1.6574E-01
1333.02,-1.6573E-01
1334.03,-1.6572E-01
1335.03,-1.6570E-01
1336.04,-1.6569E-01
1337.05,-1.6568E-01
1338.06,-1.6566E-01
1339.07,-1.6565E-01
1340.07,-1.6564E-01
1341.08,-1.6562E-01
1342.09,-1.6561E-01
1343.1,-1.6560E-01
1344.11,-1.6558E-01
1345.12,-1.6557E-01
1346.13,-1.6555E-01
1347.13,-1.6554E-01
1348.14,-1.6553E-01
1349.15,-1.6551E-01
1350.16,-1.6550E-01
1351.17,-1.6549E-01
1352.18,-1.6547E-01
1353.18,-1.6546E-01
1354.19,-1.6544E-01
1355.2,-1.6543E-01
1356.21,-1.6542E-01
1357.22,-1.6540E-01
1358.22,-1.6539E-01
1359.23,-1.6538E-01
1360.24,-1.6536E-01
1361.25,-1.6535E-01
1362.26,-1.6533E-01
1363.27,-1.6532E-01
1364.28,-1.6530E-01
1365.28,-1.6529E-01
1366.29,-1.6528E-01
1367.3,-1.6526E-01
1368.31,-1.6525E-01
1369.32,-1.6523E-01
1370.32,-1.6522E-01
1371.33,-1.6521E-01
1372.34,-1.6519E-01
1373.35,-1.6518E-01
1374.36,-1.6516E-01
1375.37,-1.6515E-01
1376.38,-1.6514E-01
1377.38,-1.6512E-01
1378.39,-1.6511E-01
1379.4,-1.6509E-01
1380.41,-1.6508E-01
1381.42,-1.6507E-01
1382.43,-1.6505E-01
1383.43,-1.6504E-01
1384.44,-1.6502E-01
1385.45,-1.6501E-01
1386.46,-1.6500E-01
1387.47,-1.6498E-01
1388.47,-1.6497E-01
1389.48,-1.6495E-01
1390.49,-1.6494E-01
1391.5,-1.6493E-01
1392.51,-1.6491E-01
1393.52,-1.6490E-01
1394.53,-1.6488E-01
1395.53,-1.6487E-01
1396.54,-1.6485E-01
1397.55,-1.6484E-01
1398.56,-1.6483E-01
1399.57,-1.6481E-01
1400.57,-1.6480E-01
1401.58,-1.6478E-01
1402.59,-1.6477E-01
1403.6,-1.6475E-01
1404.61,-1.6474E-01
1405.62,-1.6472E-01
1406.63,-1.6471E-01
1407.63,-1.6469E-01
1408.64,-1.6468E-01
1409.65,-1.6466E-01
1410.66,-1.6465E-01
1411.67,-1.6463E-01
1412.68,-1.6462E-01
1413.68,-1.6460E-01
1414.69,-1.6459E-01
1415.7,-1.6457E-01
1416.71,-1.6456E-01
1417.72,-1.6454E-01
1418.72,-1.6453E-01
1419.73,-1.6451E-01
1420.74,-1.6450E-01
1421.75,-1.6448E-01
1422.76,-1.6447E-01
1423.77,-1.6445E-01
1424.78,-1.6444E-01
1425.78,-1.6442E-01
1426.79,-1.6441E-01
1427.8,-1.6439E-01
1428.81,-1.6438E-01
1429.82,-1.6436E-01
1430.82,-1.6435E-01
1431.83,-1.6434E-01
1432.84,-1.6433E-01
1433.85,-1.6431E-01
1434.86,-1.6430E-01
1435.87,-1.6429E-01
1436.88,-1.6427E-01
1437.88,-1.6426E-01
1438.89,-1.6424E-01
1439.9,-1.6423E-01
1440.91,-1.6421E-01
1441.92,-1.6419E-01
1442.93,-1.6418E-01
1443.93,-1.6416E-01
1444.94,-1.6415E-01
1445.95,-1.6413E-01
1446.96,-1.6412E-01
1447.97,-1.6410E-01
1448.97,-1.6409E-01
1449.98,-1.6407E-01
1450.99,-1.6406E-01
1452,-1.6404E-01
1453.01,-1.6403E-01
1454.02,-1.6402E-01
1455.03,-1.6400E-01
1456.03,-1.6399E-01
1457.04,-1.6398E-01
1458.05,-1.6396E-01
1459.06,-1.6395E-01
1460.07,-1.6393E-01
1461.07,-1.6392E-01
1462.08,-1.6390E-01
1463.09,-1.6389E-01
1464.1,-1.6388E-01
1465.11,-1.6386E-01
1466.12,-1.6385E-01
1467.13,-1.6384E-01
1468.13,-1.6382E-01
1469.14,-1.6381E-01
1470.15,-1.6380E-01
1471.16,-1.6378E-01
1472.17,-1.6377E-01
1473.18,-1.6376E-01
1474.18,-1.6374E-01
1475.19,-1.6373E-01
1476.2,-1.6372E-01
1477.21,-1.6370E-01
1478.22,-1.6369E-01
1479.22,-1.6368E-01
1480.23,-1.6367E-01
1481.24,-1.6365E-01
1482.25,-1.6364E-01
1483.26,-1.6363E-01
1484.27,-1.6361E-01
1485.28,-1.6360E-01
1486.28,-1.6359E-01
1487.29,-1.6358E-01
1488.3,-1.6356E-01
1489.31,-1.6355E-01
1490.32,-1.6354E-01
1491.32,-1.6352E-01
1492.33,-1.6351E-01
1493.34,-1.6350E-01
1494.35,-1.6349E-01
1495.36,-1.6347E-01
1496.37,-1.6346E-01
1497.38,-1.6345E-01
1498.38,-1.6344E-01
1499.39,-1.6342E-01
1500.4,-1.6341E-01
1501.41,-1.6340E-01
1502.42,-1.6338E-01
1503.43,-1.6337E-01
1504.43,-1.6336E-01
1505.44,-1.6335E-01
1506.45,-1.6333E-01
1507.46,-1.6332E-01
1508.47,-1.6331E-01
1509.47,-1.6329E-01
1510.48,-1.6328E-01
1511.49,-1.6327E-01
1512.5,-1.6325E-01
1513.51,-1.6324E-01
1514.52,-1.6323E-01
1515.53,-1.6322E-01
1516.53,-1.6320E-01
1517.54,-1.6319E-01
1518.55,-1.6318E-01
1519.56,-1.6316E-01
1520.57,-1.6315E-01
1521.57,-1.6314E-01
1522.58,-1.6312E-01
1523.59,-1.6311E-01
1524.6,-1.6309E-01
1525.61,-1.6308E-01
1526.62,-1.6306E-01
1527.63,-1.6304E-01
1528.63,-1.6302E-01
1529.64,-1.6300E-01
1530.65,-1.6299E-01
1531.66,-1.6298E-01
1532.67,-1.6297E-01
1533.68,-1.6296E-01
1534.68,-1.6295E-01
1535.69,-1.6293E-01
1536.7,-1.6292E-01
1537.71,-1.6291E-01
1538.72,-1.6290E-01
1539.72,-1.6289E-01
1540.73,-1.6288E-01
1541.74,-1.6286E-01
1542.75,-1.6285E-01
1543.76,-1.6283E-01
1544.77,-1.6282E-01
1545.78,-1.6281E-01
1546.78,-1.6279E-01
1547.79,-1.6278E-01
1548.8,-1.6277E-01
1549.81,-1.6275E-01
1550.82,-1.6274E-01
1551.82,-1.6273E-01
1552.83,-1.6271E-01
1553.84,-1.6270E-01
1554.85,-1.6269E-01
1555.86,-1.6267E-01
1556.87,-1.6266E-01
1557.88,-1.6265E-01
1558.88,-1.6263E-01
1559.89,-1.6262E-01
1560.9,-1.6260E-01
1561.91,-1.6259E-01
1562.92,-1.6258E-01
1563.92,-1.6257E-01
1564.93,-1.6256E-01
1565.94,-1.6255E-01
1566.95,-1.6254E-01
1567.96,-1.6252E-01
1568.97,-1.6251E-01
1569.97,-1.6249E-01
1570.98,-1.6248E-01
1571.99,-1.6246E-01
1573,-1.6245E-01
1574.01,-1.6243E-01
1575.02,-1.6242E-01
1576.03,-1.6240E-01
1577.03,-1.6239E-01
1578.04,-1.6237E-01
1579.05,-1.6236E-01
1580.06,-1.6234E-01
1581.07,-1.6233E-01
1582.07,-1.6231E-01
1583.08,-1.6230E-01
1584.09,-1.6228E-01
1585.1,-1.6227E-01
1586.11,-1.6225E-01
1587.12,-1.6224E-01
1588.13,-1.6222E-01
1589.13,-1.6221E-01
1590.14,-1.6219E-01
1591.15,-1.6218E-01
1592.16,-1.6216E-01
1593.17,-1.6215E-01
1594.17,-1.6214E-01
1595.18,-1.6212E-01
1596.19,-1.6211E-01
1597.2,-1.6209E-01
1598.21,-1.6207E-01
1599.22,-1.6206E-01
1600.22,-1.6204E-01
1601.23,-1.6203E-01
1602.24,-1.6201E-01
1603.25,-1.6200E-01
1604.26,-1.6198E-01
1605.27,-1.6197E-01
1606.28,-1.6195E-01
1607.28,-1.6194E-01
1608.29,-1.6192E-01
1609.3,-1.6191E-01
1610.31,-1.6190E-01
1611.32,-1.6188E-01
1612.32,-1.6187E-01
1613.33,-1.6185E-01
1614.34,-1.6184E-01
1615.35,-1.6182E-01
1616.36,-1.6181E-01
1617.37,-1.6179E-01
1618.38,-1.6178E-01
1619.38,-1.6176E-01
1620.39,-1.6175E-01
1621.4,-1.6173E-01
1622.41,-1.6172E-01
1623.42,-1.6171E-01
1624.42,-1.6169E-01
1625.43,-1.6168E-01
1626.44,-1.6166E-01
1627.45,-1.6165E-01
1628.46,-1.6163E-01
1629.47,-1.6162E-01
1630.47,-1.6160E-01
1631.48,-1.6159E-01
1632.49,-1.6158E-01
1633.5,-1.6156E-01
1634.51,-1.6155E-01
1635.52,-1.6153E-01
1636.53,-1.6152E-01
1637.53,-1.6150E-01
1638.54,-1.6149E-01
1639.55,-1.6148E-01
1640.56,-1.6146E-01
1641.57,-1.6145E-01
1642.57,-1.6144E-01
1643.58,-1.6142E-01
1644.59,-1.6141E-01
1645.6,-1.6139E-01
1646.61,-1.6138E-01
1647.62,-1.6137E-01
1648.62,-1.6135E-01
1649.63,-1.6134E-01
1650.64,-1.6133E-01
1651.65,-1.6131E-01
1652.66,-1.6130E-01
1653.67,-1.6128E-01
1654.67,-1.6127E-01
1655.68,-1.6126E-01
1656.69,-1.6124E-01
1657.7,-1.6123E-01
1658.71,-1.6122E-01
1659.72,-1.6121E-01
1660.72,-1.6119E-01
1661.73,-1.6118E-01
1662.74,-1.6117E-01
1663.75,-1.6116E-01
1664.76,-1.6114E-01
1665.77,-1.6113E-01
1666.78,-1.6112E-01
1667.78,-1.6110E-01
1668.79,-1.6109E-01
1669.8,-1.6108E-01
1670.81,-1.6106E-01
1671.82,-1.6105E-01
1672.82,-1.6104E-01
1673.83,-1.6103E-01
1674.84,-1.6101E-01
1675.85,-1.6100E-01
1676.86,-1.6098E-01
1677.87,-1.6097E-01
1678.88,-1.6095E-01
1679.88,-1.6094E-01
1680.89,-1.6092E-01
1681.9,-1.6091E-01
1682.91,-1.6090E-01
1683.92,-1.6089E-01
1684.92,-1.6087E-01
1685.93,-1.6086E-01
1686.94,-1.6084E-01
1687.95,-1.6083E-01
1688.96,-1.6081E-01
1689.97,-1.6080E-01
1690.97,-1.6078E-01
1691.98,-1.6077E-01
1692.99,-1.6076E-01
1694,-1.6075E-01
1695.01,-1.6074E-01
1696.02,-1.6073E-01
1697.03,-1.6072E-01
1698.03,-1.6071E-01
1699.04,-1.6069E-01
1700.05,-1.6068E-01
1701.06,-1.6067E-01
1702.07,-1.6066E-01
1703.07,-1.6064E-01
1704.08,-1.6063E-01
1705.09,-1.6062E-01
1706.1,-1.6060E-01
1707.11,-1.6059E-01
1708.12,-1.6058E-01
1709.13,-1.6057E-01
1710.13,-1.6056E-01
1711.14,-1.6054E-01
1712.15,-1.6053E-01
1713.16,-1.6052E-01
1714.17,-1.6051E-01
1715.17,-1.6050E-01
1716.18,-1.6048E-01
1717.19,-1.6047E-01
1718.2,-1.6046E-01
1719.21,-1.6045E-01
1720.22,-1.6043E-01
1721.22,-1.6042E-01
1722.23,-1.6041E-01
1723.24,-1.6040E-01
1724.25,-1.6039E-01
1725.26,-1.6037E-01
1726.27,-1.6036E-01
1727.28,-1.6035E-01
1728.28,-1.6034E-01
1729.29,-1.6033E-01
1730.3,-1.6031E-01
1731.31,-1.6030E-01
1732.32,-1.6029E-01
1733.32,-1.6028E-01
1734.33,-1.6027E-01
1735.34,-1.6026E-01
1736.35,-1.6025E-01
1737.36,-1.6024E-01
1738.37,-1.6023E-01
1739.38,-1.6022E-01
1740.38,-1.6021E-01
1741.39,-1.6020E-01
1742.4,-1.6019E-01
1743.41,-1.6018E-01
1744.42,-1.6017E-01
1745.42,-1.6015E-01
1746.43,-1.6014E-01
1747.44,-1.6013E-01
1748.45,-1.6012E-01
1749.46,-1.6011E-01
1750.47,-1.6010E-01
1751.47,-1.6009E-01
1752.48,-1.6008E-01
1753.49,-1.6007E-01
1754.5,-1.6006E-01
1755.51,-1.6005E-01
1756.52,-1.6003E-01
1757.53,-1.6002E-01
1758.53,-1.6001E-01
1759.54,-1.6000E-01
1760.55,-1.5999E-01
1761.56,-1.5998E-01
1762.57,-1.5997E-01
1763.57,-1.5995E-01
1764.58,-1.5994E-01
1765.59,-1.5993E-01
1766.6,-1.5992E-01
1767.61,-1.5991E-01
1768.62,-1.5990E-01
1769.63,-1.5989E-01
1770.63,-1.5988E-01
1771.64,-1.5986E-01
1772.65,-1.5985E-01
1773.66,-1.5984E-01
1774.67,-1.5983E-01
1775.67,-1.5981E-01
1776.68,-1.5980E-01
1777.69,-1.5979E-01
1778.7,-1.5978E-01
1779.71,-1.5977E-01
1780.72,-1.5976E-01
1781.72,-1.5975E-01
1782.73,-1.5973E-01
1783.74,-1.5972E-01
1784.75,-1.5971E-01
1785.76,-1.5970E-01
1786.77,-1.5969E-01
1787.78,-1.5968E-01
1788.78,-1.5967E-01
1789.79,-1.5966E-01
1790.8,-1.5964E-01
1791.81,-1.5963E-01
1792.82,-1.5962E-01
1793.82,-1.5960E-01
1794.83,-1.5959E-01
1795.84,-1.5958E-01
1796.85,-1.5956E-01
1797.86,-1.5955E-01
1798.87,-1.5954E-01
1799.88,-1.5952E-01
